set_num,theme,name,year,pieces,minifigs,rrp_price,current_value
60384-1,City,Penguin Slushy Van,2023,194,cty1519 cty1520,"$19.99, €19.99 | More",
60385-1,City,Construction Digger,2023,148,cty1553 cty1554,"$19.99, €19.99 | More",
60386-1,City,Recycling Truck,2023,261,cty1521 cty1522 cty1523,"$29.99, €34.99 | More",
60387-1,City,4x4 Off-Roader Adventures,2023,252,cty1529 cty1530,"$29.99, €29.99 | More",
60388-1,City,Gaming Tournament Truck,2023,344,cty1540 cty1541 cty1542 cty1543,"$39.99, €44.99 | More",
60389-1,City,Custom Car Garage,2023,507,cty1536 cty1537 cty1538 cty1539,"$59.99, €49.99 | More",
60390-1,City,Park Tractor,2023,86,cty1535,"$9.99, €9.99 | More",
60391-1,City,Construction Trucks and Wrecking Ball Crane,2023,235,cty1603 cty1604 cty1605 cty1606,"$59.99, €49.99 | More",
60392-1,City,Police Bike Car Chase,2023,59,cty1557 cty1558,"$9.99, €9.99 | More",
60393-1,City,4x4 Fire Truck Rescue,2023,97,cty1544,"$9.99, €9.99 | More",
60394-1,City,ATV and Otter Habitat,2023,90,cty1528,"$9.99, €9.99 | More",
60395-1,City,Combo Race Pack,2023,362,cty1670 cty1671 cty1672,"$29.99, €29.99 | More",
60396-1,City,Modified Race Cars,2023,359,cty1666 cty1667,"$29.99, €29.99 | More",
60397-1,City,Monster Truck Race,2023,301,cty1668 cty1669,"$29.99, €29.99 | More",
60398-1,City,Family House and Electric Car,2023,462,cty1662 cty1663 cty1664,"$59.99, €52.99 | More",
66733-1,Collectable Minifigures,LEGO Minifigures - Series 24  {Box of 6 random bags},2023,0,,$29.94 | More,
66734-1,Collectable Minifigures,LEGO Minifigures - Disney 100 Series {Box of 6 random bags},2023,,,$29.94 | More,
66735-1,Collectable Minifigures,LEGO Minifigures - Marvel Studios Series 2 {Box of 6 random packs},2023,0,,$29.99 | More,
66744-1,City,CITY 2 in 1 Bundle Pack,2023,356,,,
66745-1,Classic,Classic 2 in 1 Bundle Pack,2023,334,,,
66747-1,Miscellaneous,Animal Play Pack,2023,486,,$14.97,
66749-1,Super Mario,Character Packs - Series 6 Bundle,2023,,,,
66768-1,City,2 in 1 Bundle Pack,2023,252,,,
66772-1,City,Big Wheel Gift Set,2023,330,,,
66773-1,Friends,Play Day Gift Set,2023,322,,,
66774-1,Jurassic World,Dino Combo Pack,2023,391,,$79.98,
66775-1,Star Wars,Hoth Combo Pack,2023,691,,$69.98,
66776-1,Duplo,Fruit & Vegetables Gift Pack,2023,39,,,
66777-1,Miscellaneous,Vehicle Pack,2023,288,,$24.99,
66778-1,Star Wars,Star Wars Mech 3-Pack,2023,432,,$47.97,
66779-1,Minecraft,Overworld Adventures Pack,2023,357,,,
71037-0,Collectable Minifigures,LEGO Minifigures - Series 24 {Random bag},2023,,,"$4.99, €3.99 | More",
71037-1,Collectable Minifigures,Football Referee,2023,8,col411,"$4.99, €3.99 | More",
71037-2,Collectable Minifigures,Robot Warrior,2023,13,col412,"$4.99, €3.99",
71037-3,Collectable Minifigures,Brown Astronaut and Spacebaby,2023,10,col413 col414,"$4.99, €3.99",
71037-4,Collectable Minifigures,Carrot Mascot,2023,8,col415,"$4.99, €3.99",
71037-5,Collectable Minifigures,Falconer,2023,8,col416,"$4.99, €3.99",
71037-6,Collectable Minifigures,T-Rex Costume Fan,2023,6,col417,"$4.99, €3.99",
71037-7,Collectable Minifigures,Orc,2023,10,col418,"$4.99, €3.99",
71037-8,Collectable Minifigures,Conservationist,2023,7,col419,"$4.99, €3.99",
71037-9,Collectable Minifigures,Potter,2023,10,col420,"$4.99, €3.99 | More",
71037-10,Collectable Minifigures,Rococo Aristocrat,2023,6,col421,"$4.99, €3.99",
71037-11,Collectable Minifigures,Rockin' Horse Rider,2023,7,col422,"$4.99, €3.99",
71037-12,Collectable Minifigures,Newspaper Kid,2023,8,col423,"$4.99, €3.99 | More",
71037-13,Collectable Minifigures,LEGO Minifigures - Series 24 - Complete,2023,101,13,,
71037-14,Collectable Minifigures,LEGO Minifigures - Series 24 - Sealed Box,2023,,,,
71038-0,Collectable Minifigures,LEGO Minifigures - Disney 100 Series {Random bag},2023,,,"$4.99, €3.99 | More",
71038-1,Collectable Minifigures,Oswald the Lucky Rabbit,2023,5,dis092,"$4.99, €3.99",
71038-2,Collectable Minifigures,Pinocchio,2023,6,dis093,"$4.99, €3.99",
71038-3,Collectable Minifigures,Jiminy Cricket,2023,7,dis094,"$4.99, €3.99",
71038-4,Collectable Minifigures,Sorcerer Mickey,2023,8,dis095,"$4.99, €3.99",
71038-5,Collectable Minifigures,Tiana,2023,8,dis096,"$4.99, €3.99",
71038-6,Collectable Minifigures,Dr. Facilier,2023,9,dis097,"$4.99, €3.99",
71038-7,Collectable Minifigures,Queen of Hearts,2023,8,dis098,"$4.99, €3.99",
71038-8,Collectable Minifigures,Aurora,2023,7,dis099,"$4.99, €3.99",
71038-9,Collectable Minifigures,Mulan,2023,9,dis100,"$4.99, €3.99 | More",
71038-10,Collectable Minifigures,Ernesto de la Cruz,2023,6,dis101,"$4.99, €3.99",
71038-11,Collectable Minifigures,Miguel Rivera,2023,9,dis102,"$4.99, €3.99",
71038-12,Collectable Minifigures,Pocahontas,2023,9,dis103,"$4.99, €3.99",
71038-13,Collectable Minifigures,Cruella de Vil,2023,8,dis104,"$4.99, €3.99",
71038-14,Collectable Minifigures,Robin Hood,2023,7,dis105,"$4.99, €3.99",
71038-15,Collectable Minifigures,Prince John,2023,7,dis106,"$4.99, €3.99",
71038-16,Collectable Minifigures,Experiment 626 Stitch,2023,6,dis107,"$4.99, €3.99",
71038-17,Collectable Minifigures,Baymax,2023,9,dis108,"$4.99, €3.99",
71038-18,Collectable Minifigures,Evil Queen,2023,9,dis109,"$4.99, €3.99",
71038-19,Collectable Minifigures,LEGO Minifigures - Disney 100 Series - Complete,2023,137,18,,
71038-20,Collectable Minifigures,LEGO Minifigures - Disney 100 Series - Sealed Box,2023,,,"$4.99, €3.99 | More",
71039-0,Collectable Minifigures,LEGO Minifigures - Marvel Studios Series 2 {Random pack},2023,,,"$4.99, €3.99 | More",
71039-1,Collectable Minifigures,Agatha Harkness,2023,11,colmar13,"$4.99, €3.99",
71039-2,Collectable Minifigures,Moon Knight,2023,8,colmar14,"$4.99, €3.99",
71039-3,Collectable Minifigures,Mr. Knight,2023,9,colmar15,"$4.99, €3.99",
71039-4,Collectable Minifigures,Werewolf by Night,2023,8,colmar16,"$4.99, €3.99",
71039-5,Collectable Minifigures,She-Hulk,2023,9,colmar17,"$4.99, €3.99",
71039-6,Collectable Minifigures,Hawkeye,2023,8,colmar18,"$4.99, €3.99",
71039-7,Collectable Minifigures,Kate Bishop,2023,11,colmar19,"$4.99, €3.99",
71039-8,Collectable Minifigures,Goliath,2023,7,90398PB044 colmar20,"$4.99, €3.99",
71039-9,Collectable Minifigures,Echo,2023,8,colmar21,"$4.99, €3.99 | More",
71039-10,Collectable Minifigures,Beast,2023,11,colmar22,"$4.99, €3.99",
71039-11,Collectable Minifigures,Storm,2023,10,colmar23,"$4.99, €3.99",
71039-12,Collectable Minifigures,Wolverine,2023,11,colmar24,"$4.99, €3.99",
71039-13,Collectable Minifigures,LEGO Minifigures - Marvel Studios Series 2 - Complete,2023,111,12,,
71039-14,Collectable Minifigures,LEGO Minifigures - Marvel Studios Series 2 - Sealed Box,2023,,,€3.99 | More,
71413-0,Super Mario,Character Pack Series 6 {Random box},2023,,,"$5.99, €5.99 | More",
71413-1,Super Mario,Blooper,2023,46,mar0013 mar0151,"$5.99, €5.99",
71413-2,Super Mario,Green Toad,2023,49,mar0152,"$5.99, €5.99",
71413-3,Super Mario,Ice Bro,2023,50,mar0153,"$5.99, €5.99",
71413-4,Super Mario,Birdo,2023,52,mar0155,"$5.99, €5.99",
71413-5,Super Mario,Bramball,2023,37,mar0057,"$5.99, €5.99",
71413-6,Super Mario,Sumo Bro,2023,63,mar0156,"$5.99, €5.99",
71413-7,Super Mario,Spike,2023,69,mar0157,"$5.99, €5.99",
71413-8,Super Mario,Cat Goombas,2023,50,mar0120 mar0158,"$5.99, €5.99",
71413-9,Super Mario,Character Pack Series 6 - Complete,2023,416,10,€5.99 | More,
71413-10,Super Mario,Character Pack Series 6 - Sealed Box,2023,,,"$5.99, €5.99 | More",
71414-1,Super Mario,Conkdor's Noggin Bopper,2023,130,mar0140,"$14.99, €14.99 | More",
71415-1,Super Mario,Ice Mario Suit and Frozen World,2023,105,mar0115 mar0141,"$24.99, €24.99 | More",
71416-1,Super Mario,Lava Wave Ride,2023,218,mar0038 mar0150,"$34.99, €34.99 | More",
71417-1,Super Mario,Fliprus Snow Adventure,2023,567,mar0090 mar0093 mar0159 mar0160,"$64.99, €64.99 | More",
71418-1,Super Mario,Creativity Toolbox,2023,588,mar0145 mar0146 mar0147 mar0148,"$59.99, €59.99 | More",
71419-1,Super Mario,Peach's Garden Balloon Ride,2023,453,mar0038 mar0142 mar0143 mar0144 mar0149,"$49.99, €49.99 | More",
71420-1,Super Mario,Rambi the Rhino,2023,106,mar0167,"$10.99, €9.99 | More",
71421-1,Super Mario,Dixie Kong's Jungle Jam,2023,174,mar0164 mar0170,"$26.99, €26.99 | More",
71422-1,Super Mario,Picnic at Mario's House,2023,259,mar0111,"$37.99, €37.99 | More",
71423-1,Super Mario,Dry Bowser Castle Battle,2023,1321,mar0063 mar0161 mar0162 mar0173 mar0174,"$109.99, €104.99 | More",
71424-1,Super Mario,Donkey Kong's Tree House,2023,555,mar0163 mar0168,"$59.99, €64.99 | More",
71425-1,Super Mario,Diddy Kong's Mine Cart Ride,2023,1157,mar0165 mar0166 mar0175 mar0176,"$109.99, €104.99 | More",
71426-1,Super Mario,Piranha Plant,2023,540,,"$59.99, €64.99 | More",
71427-1,Super Mario,Larry's and Morton's Airships,2023,1062,mar0169 mar0171 mar0172,"$79.99, €84.99 | More",
71453-1,Dreamzzz,Izzie and Bunchu the Bunny,2023,259,drm001 drm002,"$19.99, €20.99 | More",
71454-1,Dreamzzz,Mateo and Z-Blob the Robot,2023,237,drm003 drm004,"$19.99, €20.99 | More",
71455-1,Dreamzzz,Grimkeeper the Cage Monster,2023,274,drm003 drm008,"$37.99, €37.99 | More",
71456-1,Dreamzzz,Mrs. Castillo's Turtle Van,2023,434,drm002 drm013 drm014 drm015 drm016,"$47.99, €47.99 | More",
71457-1,Dreamzzz,Pegasus Flying Horse,2023,482,drm009 drm010 drm011 drm012,"$49.99, €52.99 | More",
71458-1,Dreamzzz,Crocodile Car,2023,494,drm004 drm005 drm006 drm007 drm027,"$59.99, €62.99 | More",
71459-1,Dreamzzz,Stable of Dream Creatures,2023,681,drm013 drm027 drm028 drm029 drm031 drm032,"$79.99, €84.99 | More",
71460-1,Dreamzzz,Mr. Oz's Spacebus,2023,878,10  (6 unique to this set),"$99.99, €99.99 | More",
71461-1,Dreamzzz,Fantastical Tree House,2023,1257,drm006 drm007 drm013 drm021 drm028 drm030 drm031,"$109.99, €104.99 | More",
71469-1,Dreamzzz,Nightmare Shark Ship,2023,1389,drm006 drm010 drm011 drm012 drm021 drm030,"$139.99, €139.99 | More",
71777-1,Ninjago,Kai's Dragon Power Spinjitzu Flip,2023,72,njo0808,"$10.99, €9.99 | More",
71778-1,Ninjago,Nya's Dragon Power Spinjitzu Drift,2023,57,njo0809,"$10.99, €9.99 | More",
71779-1,Ninjago,Lloyd's Dragon Power Spinjitzu Spin,2023,56,njo0810,"$10.99, €9.99 | More",
71780-1,Ninjago,Kai's Ninja Race Car EVO,2023,94,njo0745,"$9.99, €9.99 | More",
71781-1,Ninjago,Lloyd's Mech Battle EVO,2023,223,njo0790 njo0791,"$19.99, €19.99 | More",
71782-1,Ninjago,Cole's Earth Dragon EVO,2023,285,njo0720 njo0794,"$34.99, €34.99 | More",
71783-1,Ninjago,Kai's Mech Rider EVO,2023,312,njo0726 njo0745 njo0794 njo0795,"$44.99, €44.99 | More",
71784-1,Ninjago,Jay's Lightning Jet EVO,2023,146,njo0786,"$9.99, €9.99 | More",
71785-1,Ninjago,Jay's Titan Mech,2023,794,njo0722 njo0726 njo0792 njo0793 njo0794 njo0795,"$79.99, €79.99 | More",
71786-1,Ninjago,Zane's Ice Dragon Creature,2023,973,njo0719 njo0742 njo0791 njo0793 njo0795,"$99.99, €99.99 | More",
71787-1,Ninjago,Creative Ninja Brick Box,2023,530,njo0721 njo0726 njo0741 njo0794 njo0799 njo0800,"$59.99, €59.99 | More",
71788-1,Ninjago,Lloyd's Ninja Street Bike,2023,64,njo0715 njo0798,"$9.99, €9.99 | More",
71789-1,Ninjago,Kai and Ras's Car and Bike Battle,2023,103,njo0811 njo0812,"$19.99, €20.99 | More",
71790-1,Ninjago,Imperium Dragon Hunter Hound,2023,198,njo0813 njo0814 njo0815,"$19.99, €20.99 | More",
71791-1,Ninjago,Zane's Dragon Power Spinjitzu Race Car,2023,307,njo0816 njo0817 njo0818 njo0819,"$34.99, €34.99 | More",
71792-1,Ninjago,Sora's Transforming Mech Bike Racer,2023,384,njo0820 njo0821 njo0822,"$47.99, €47.99 | More",
71793-1,Ninjago,Heatwave Transforming Lava Dragon,2023,479,njo0811 njo0812 njo0813 njo0817 njo0823,"$54.99, €52.99 | More",
71794-1,Ninjago,Lloyd and Arin's Ninja Team Mechs,2023,764,njo0813 njo0815 njo0818 njo0821 njo0822,"$79.99, €84.99 | More",
71795-1,Ninjago,Temple of the Dragon Energy Cores,2023,1029,njo0811 njo0812 njo0816 njo0824 njo0825 njo0826,"$94.99, €94.99 | More",
71796-1,Ninjago,Elemental Dragon vs. The Empress Mech,2023,1038,njo0812 njo0814 njo0819 njo0820 njo0826 njo0827,"$129.99, €104.99 | More",
71797-1,Ninjago,Destiny's Bounty - Race Against Time,2023,1739,njo0741 njo0811 njo0813 njo0820 njo0821 njo0822,"$159.99, €149.99 | More",
71798-1,Ninjago,Nya and Arin's Baby Dragon Battle,2023,157,njo0815 njo0822 njo0824,"$34.99, €31.99 | More",
71799-1,Ninjago,NINJAGO City Markets,2023,6163,21  (19 unique to this set),"$369.99, €369.99 | More",
71800-1,Ninjago,Nya's Water Dragon EVO,2023,173,njo0726 njo0727 njo0801,"$19.99, €19.99 | More",
75344-1,Star Wars,Boba Fett's Starship Microfighter,2023,85,sw1245,"$9.99, €9.99 | More",
75345-1,Star Wars,501st Clone Troopers Battle Pack,2023,119,sw1246 sw1247 sw1248,"$19.99, €19.99 | More",
75346-1,Star Wars,Pirate Snub Fighter,2023,285,sw1256 sw1257,"$34.99, €34.99 | More",
75347-1,Star Wars,TIE Bomber,2023,625,sw1249 sw1250 sw1251 sw1252,"$64.99, €64.99 | More",
75348-1,Star Wars,Mandalorian Fang Fighter vs TIE Interceptor,2023,957,sw1258 sw1259 sw1260 sw1261,"$99.99, €99.99 | More",
75349-1,Star Wars,Captain Rex Helmet,2023,854,,"$69.99, €69.99 | More",
75350-1,Star Wars,Clone Commander Cody Helmet,2023,766,,"$69.99, €69.99 | More",
75351-1,Star Wars,Princess Leia (Boushh) Helmet,2023,670,,"$69.99, €69.99 | More",
75352-1,Star Wars,Emperor's Throne Room Diorama,2023,807,sw1249 sw1262 sw1263,"$99.99, €99.99 | More",
75353-1,Star Wars,Endor Speeder Chase Diorama,2023,608,sw1264 sw1265 sw1266,"$79.99, €79.99 | More",
75354-1,Star Wars,Coruscant Guard Gunship,2023,1083,sw1303 sw1304 sw1305 sw1306,"$139.99, €149.99 | More",
75355-1,Star Wars,X-wing Starfighter,2023,1949,sw1202 sw1267,"$239.99, €239.99 | More",
75356-1,Star Wars,Executor Super Star Destroyer,2023,630,,"$69.99, €69.99 | More",
75357-1,Star Wars,Ghost & Phantom II,2023,1394,sw1307 sw1308 sw1309 sw1310 sw1311,"$159.99, €169.99 | More",
75358-1,Star Wars,Tenoo Jedi Temple,2023,124,sw1268 sw1269 sw1270 sw1271,"$39.99, €42.99 | More",
75359-1,Star Wars,332nd Ahsoka's Clone Trooper Battle Pack,2023,108,sw1276 sw1277 sw1278,"$19.99, €20.99 | More",
75360-1,Star Wars,Yoda's Jedi Starfighter,2023,253,sw1202 sw1288,"$34.99, €34.99 | More",
75361-1,Star Wars,Spider Tank,2023,526,sw1113 sw1258 sw1287,"$49.99, €52.99 | More",
75362-1,Star Wars,Ahsoka Tano's T-6 Jedi Shuttle,2023,601,sw1299 sw1300 sw1301 sw1302,"$79.99, €74.99 | More",
75363-1,Star Wars,The Mandalorian N-1 Starfighter Microfighter,2023,88,sw1113 sw1258,"$15.99, €15.99 | More",
75364-1,Star Wars,New Republic E-wing vs. Shin Hati's Starfighter,2023,1056,sw1289 sw1290 sw1291 sw1292 sw1293,"$109.99, €104.99 | More",
75365-1,Star Wars,Yavin 4 Rebel Base,2023,1066,12  (7 unique to this set),"$169.99, €169.99 | More",
75366-1,Star Wars,LEGO Star Wars Advent Calendar,2023,320,8  (5 unique to this set),"$44.99, €37.99 | More",
75367-1,Star Wars,Venator-class Republic Attack Cruiser,2023,5374,sw1315 sw1316,"$649.99, €649.99 | More",
75368-1,Star Wars,Darth Vader Mech,2023,139,sw1273,"$15.99, €15.99 | More",
75369-1,Star Wars,Boba Fett Mech,2023,155,sw1274,"$15.99, €15.99 | More",
75370-1,Star Wars,Stormtrooper Mech,2023,138,sw1275,"$15.99, €15.99 | More",
75371-1,Star Wars,Chewbacca,2023,2319,sw0532,"$199.99, €209.99 | More",
75575-1,Avatar,Ilu Discovery,2023,179,avt014 avt015,"$24.99, €24.99 | More",
75576-1,Avatar,Skimwing Adventure,2023,259,avt022 avt023,"$34.99, €34.99 | More",
75577-1,Avatar,Mako Submarine,2023,553,avt016 avt018 avt019 avt021,"$59.99, €54.99 | More",
75578-1,Avatar,Metkayina Reef Home,2023,528,avt024 avt025 avt026 avt027,"$79.99, €79.99 | More",
75579-1,Avatar,Payakan the Tulkun & Crabsuit,2023,761,avt015 avt017 avt020,"$99.99, €99.99 | More",
76221-1,DC Comics Super Heroes,Batmobile: Flash Tracking,2023,456,,€44.99,
76224-1,DC Comics Super Heroes,Batmobile: Batman vs. The Joker Chase,2023,438,sh0899 sh0901,"$47.99, €47.99 | More",
76232-1,Marvel Super Heroes,The Hoopty,2023,420,sh0911 sh0912 sh0913,"$89.99, €94.99 | More",
76241-1,Marvel Super Heroes,Hulk Mech Armor,2023,138,sh0857,"$14.99, €14.99 | More",
76242-1,Marvel Super Heroes,Thanos Mech Armor,2023,113,sh0859,"$14.99, €14.99 | More",
76243-1,Marvel Super Heroes,Rocket Mech Armor,2023,98,sh0858,"$14.99, €14.99 | More",
76244-1,Marvel Super Heroes,Miles Morales vs. Morbius,2023,220,sh0855 sh0856,"$24.99, €24.99 | More",
76245-1,Marvel Super Heroes,Ghost Rider Mech & Bike,2023,264,sh0861,"$34.99, €34.99 | More",
76247-1,Marvel Super Heroes,The Hulkbuster: The Battle of Wakanda,2023,385,sh0854 sh0870 sh0871 sh0872,"$49.99, €49.99 | More",
76248-1,Marvel Super Heroes,The Avengers Quinjet,2023,795,sh0804 sh0851 sh0852 sh0853 sh0860,"$99.99, €99.99 | More",
76249-1,Marvel Super Heroes,Venomized Groot,2023,630,,"$49.99, €52.99 | More",
76250-1,Marvel Super Heroes,Wolverine's Adamantium Claws,2023,596,,"$69.99, €74.99 | More",
76251-1,Marvel Super Heroes,Star-Lord's Helmet,2023,602,,"$79.99, €79.99 | More",
76252-1,DC Comics Super Heroes,Batcave – Shadow Box,2023,3981,sh0880 sh0882 sh0883 sh0884 sh0885 sh0886 sh0887,"$399.99, €399.99 | More",
76253-1,Marvel Super Heroes,Guardians of the Galaxy Headquarters,2023,67,sh0873 sh0874,"$9.99, €9.99 | More",
76254-1,Marvel Super Heroes,Baby Rocket's Ship,2023,330,sh0875,"$34.99, €34.99 | More",
76255-1,Marvel Super Heroes,The New Guardians' Ship,2023,1108,sh0873 sh0876 sh0877 sh0878 sh0879,"$99.99, €99.99 | More",
76256-1,Marvel Super Heroes,Ant-Man Construction Figure,2023,289,90398pb046,"$29.99, €34.99 | More",
76257-1,Marvel Super Heroes,Wolverine Construction Figure,2023,327,,"$32.99, €37.99 | More",
76258-1,Marvel Super Heroes,Captain America Construction Figure,2023,310,,"$32.99, €37.99 | More",
76259-1,DC Comics Super Heroes,Batman Construction Figure,2023,275,,"$32.99, €37.99 | More",
76260-1,Marvel Super Heroes,Black Widow & Captain America Motorcycles,2023,130,sh0736 sh0881,"$15.99, €15.99 | More",
76261-1,Marvel Super Heroes,Spider-Man Final Battle,2023,900,9  (6 unique to this set),"$109.99, €104.99 | More",
76262-1,Marvel Super Heroes,Captain America's Shield,2023,3128,sh0736,"$199.99, €209.99 | More",
76263-1,Marvel Super Heroes,Iron Man Hulkbuster vs. Thanos,2023,66,sh0906 sh0910,"$26.99, €26.99 | More",
10297-1,Icons,Boutique Hotel,2022,3066,twn417 twn418 twn419 twn420 twn421 twn422 twn423,"$229.99, €229.99 | More",
10298-1,Icons,Vespa 125,2022,1106,,"$99.99, €99.99 | More",
10299-1,Icons,Real Madrid - Santiago Bernabéu Stadium,2022,5876,,"$399.99, €399.99 | More",
10300-1,Icons,Back to the Future Time Machine,2022,1872,btf001 btf002,"$199.99, €199.99 | More",
10302-1,Icons,Optimus Prime,2022,1508,,"$179.99, €179.99 | More",
10303-1,Icons,Loop Coaster,2022,3756,11  (11 unique to this set),"$399.99, €399.99 | More",
10304-1,Icons,Chevrolet Camaro Z/28 1969,2022,1456,,"$169.99, €169.99 | More",
10305-1,Icons,Lion Knights' Castle,2022,4514,22  (19 unique to this set),"$399.99, €399.99 | More",
10306-1,Icons,Atari 2600,2022,2532,twn444,"$239.99, €239.99 | More",
10307-1,Icons,Eiffel Tower,2022,10001,,"$629.99, €629.99 | More",
10308-1,Icons,Holiday Main Street,2022,1514,hol286 hol287 hol288 hol289 hol290 hol291,"$99.99, €99.99 | More",
10309-1,Icons,Succulents,2022,771,,"$49.99, €49.99 | More",
10311-1,Icons,Orchid,2022,608,,"$49.99, €49.99 | More",
10497-1,Icons,Galaxy Explorer,2022,1254,sp132 sp133 tlm110,"$99.99, €99.99 | More",
10777-1,Disney,Mickey and Minnie's Camping Trip,2022,103,dis072 dis073,"$24.99, €19.99 | More",
10778-1,Disney,"Mickey, Minnie and Goofy's Fairground Fun",2022,184,dis074 dis075 dis076,"$34.99, €29.99 | More",
10780-1,Disney,Mickey and Friends Castle Defenders,2022,215,dis077 dis078 dis079 dis080,"$54.99, €49.99 | More",
10781-1,Marvel Super Heroes,Spider-Man's Techno Trike,2022,59,sh0800 sh0803,"$9.99, €9.99 | More",
10782-1,Marvel Super Heroes,Hulk vs. Rhino Truck Showdown,2022,110,sh0795 sh0797 sh0798,"$19.99, €19.99 | More",
10783-1,Marvel Super Heroes,Spider-Man at Doc Ock's Lab,2022,131,sh0794 sh0796 sh0797,"$29.99, €29.99 | More",
10784-1,Marvel Super Heroes,Spider-Man Webquarters Hangout,2022,155,sh0794 sh0797 sh0799 sh0800 sh0803,"$49.99, €49.99 | More",
10938-1,Duplo,Dinosaur Nursery,2022,27,47394pb335,"$19.99, €19.99 | More",
10959-1,Duplo,Police Station & Helicopter,2022,40,47394pb333 47394pb334,"$49.99, €49.99 | More",
10960-1,Duplo,Belle's Ballroom,2022,23,27383pb01 47394pb327 84187pb01 dupclock02,"$19.99, €19.99 | More",
10962-1,Duplo,Buzz Lightyear's Planetary Mission,2022,37,47394pb336,"$29.99, €34.99 | More",
10963-1,Duplo,Spider-Man & Friends: Funfair Adventure,2022,41,47394pb247 47394pb324 47394pb338 47394pb339,"$59.99, €59.99 | More",
10964-1,Duplo,Bath Time Fun: Floating Red Panda,2022,5,,"$9.99, €9.99 | More",
10965-1,Duplo,Bath Time Fun: Floating Animal Train,2022,14,,"$19.99, €19.99 | More",
10966-1,Duplo,Bath Time Fun: Floating Animal Island,2022,20,,"$44.99, €44.99 | More",
10967-1,Duplo,Police Motorcycle,2022,5,47394pb328,"$9.99, €9.99 | More",
10968-1,Duplo,Doctor Visit,2022,34,47205pb091 47394pb280 47394pb329,"$19.99, €19.99 | More",
10969-1,Duplo,Fire Truck,2022,21,47394pb332,"$29.99, €29.99 | More",
10970-1,Duplo,Fire Station & Helicopter,2022,117,47394pb330 47394pb331,"$89.99, €99.99 | More",
10971-1,Duplo,Wild Animals of Africa,2022,10,,"$9.99, €9.99 | More",
10972-1,Duplo,Wild Animals of the Ocean,2022,32,,"$19.99, €19.99 | More",
10973-1,Duplo,Wild Animals of South America,2022,71,,"$54.99, €49.99 | More",
10974-1,Duplo,Wild Animals of Asia,2022,118,,"$99.99, €99.99 | More",
10975-1,Duplo,Wild Animals of the World,2022,143,,"$129.99, €129.99 | More",
10976-1,Duplo,Santa's Gingerbread House,2022,50,47205pb092 47205pb093 47394pb337,"$34.99, €34.99 | More",
10977-1,Duplo,My First Puppy & Kitten with Sounds,2022,22,,"$44.99, €44.99 | More",
10978-1,Duplo,Creative Building Time,2022,120,,"$44.99, €44.99 | More",
10979-1,Duplo,Wild Animals of Europe,2022,85,,"$69.99, €59.99 | More",
10980-1,Duplo,DUPLO Green Building Plate,2022,1,,"$14.99, €14.99 | More",
11017-1,Classic,Creative Monsters,2022,140,,"$9.99, €9.99 | More",
11018-1,Classic,Creative Ocean Fun,2022,333,,"$19.99, €19.99 | More",
11019-1,Classic,Bricks and Functions,2022,500,,"$29.99, €34.99 | More",
11020-1,Classic,Build Together,2022,1601,,"$99.99, €99.99 | More",
11021-1,Classic,90 Years of Play,2022,1100,,"$49.99, €49.99 | More",
11022-1,Classic,Space Mission,2022,1700,,"$69.99, €79.99 | More",
11023-1,Classic,Green Baseplate,2022,1,,"$7.99, €8.99 | More",
11024-1,Classic,Gray Baseplate,2022,1,,"$14.99, €14.99 | More",
11025-1,Classic,Blue Baseplate,2022,1,,"$7.99, €8.99 | More",
11026-1,Classic,White Baseplate,2022,1,,"$7.99, €8.99 | More",
11960-1,Miscellaneous,Party Ideas parts,2022,25,,,
11961-1,Creator,Helicopter,2022,40,,,
11962-1,Creator,Robot,2022,41,,,
11963-1,Creator,Dinosaur,2022,51,,,
11964-1,Creator,Submarine,2022,32,,,
11965-1,Creator,Excavator,2022,48,,,
11966-1,Creator,Pirate Ship,2022,33,,,
11967-1,Creator,Dragon,2022,58,,,
11968-1,Creator,Spider,2022,40,,,
11969-1,Creator,Fire vehicle,2022,28,,,
21057-1,Architecture,Singapore,2022,827,,"$59.99, €59.99 | More",
21058-1,Architecture,The Great Pyramid of Giza,2022,1476,,"$129.99, €139.99 | More",
21177-1,Minecraft,The Creeper Ambush,2022,72,min009 min108,"$9.99, €9.99 | More",
21178-1,Minecraft,The Fox Lodge,2022,193,min088 min110,"$19.99, €19.99 | More",
21179-1,Minecraft,The Mushroom House,2022,272,min017 min065,"$24.99, €19.99 | More",
21180-1,Minecraft,The Guardian Battle,2022,255,min109,"$24.99, €22.99 | More",
21181-1,Minecraft,The Rabbit Ranch,2022,340,min010 min111,"$34.99, €34.99 | More",
21183-1,Minecraft,The Training Grounds,2022,534,min011 min112 min113,"$79.99, €64.99 | More",
21184-1,Minecraft,The Bakery,2022,154,min012 min115 min116,"$24.99, €22.99 | More",
21185-1,Minecraft,The Nether Bastion,2022,300,min117 min118 min119,"$34.99, €34.99 | More",
21186-1,Minecraft,The Ice Castle,2022,499,min010 min011 min129 min130 min131,"$49.99, €49.99 | More",
21187-1,Minecraft,The Red Barn,2022,799,min125 min126 min127,"$99.99, €99.99 | More",
21188-1,Minecraft,The Llama Village,2022,1252,min078 min120 min121 min122 min123 min124,"$129.99, €129.99 | More",
21189-1,Minecraft,The Skeleton Dungeon,2022,364,min011 min065 min132,"$34.99, €29.99 | More",
